"Year","Period","Trade.Flow","Reporter","Commodity.Code","Netweight.kg","Trade.Value.USD","Netweight.kg.mean"
2012,201210,"Exports","India",702,19448,11784,19448
2012,201208,"Exports","India",702,14000,10026,14000
2012,201211,"Exports","India",702,19448,11407,19448
2012,201209,"Exports","India",702,38896,23608,38896
2012,201203,"Exports","Greece",702,2600,4053,2600
2012,201211,"Exports","Greece",702,17000,2181,17000
2012,201202,"Exports","Greece",702,11500,11888,11500
2012,201205,"Exports","Germany",702,18480,25396,18480
2012,201206,"Exports","Greece",702,20200,25403,20200
2012,201211,"Exports","Serbia",702,76294,80603,76294
2012,201209,"Exports","Romania",702,19004,19954,19004
2012,201210,"Exports","Serbia",702,310492,221060,310492
2012,201205,"Exports","Hungary",702,500,678,500
2012,201205,"Exports","Serbia",702,2081,2372,2081
2012,201207,"Exports","Serbia",702,363063,337748,363063
2012,201209,"Exports","Serbia",702,96105,58368,96105
2012,201202,"Exports","Poland",702,260200,379304,260200
2012,201206,"Exports","Poland",702,3504320,3935902,3504320
2012,201209,"Exports","Poland",702,4320678,4284579,4320678
2012,201201,"Exports","Finland",702,300,852,300
2012,201202,"Exports","Finland",702,700,3174,700
2012,201203,"Exports","Finland",702,300,1162,300
2012,201208,"Exports","Poland",702,3356877,3286588,3356877
2012,201210,"Exports","Poland",702,6172508,6934126,6172508
2012,201207,"Exports","Poland",702,6307409,6140787,6307409
2012,201204,"Exports","Poland",702,3234455,4979376,3234455
2012,201203,"Exports","Poland",702,478090,703976,478090
2012,201211,"Exports","Poland",702,2358727,2883247,2358727
2012,201212,"Exports","Poland",702,586174,835221,586174
2012,201201,"Exports","Poland",702,379474,526307,379474
2012,201205,"Exports","Poland",702,8493255,11628596,8493255
2012,201205,"Exports","Finland",702,NA,358,1666080
2012,201212,"Exports","Finland",702,800,4117,800
2012,201211,"Exports","Finland",702,200,1103,200
2012,201202,"Exports","France",702,361100,483403,361100
2012,201208,"Exports","France",702,15600,14632,15600
2012,201204,"Exports","France",702,569900,973475,569900
2012,201210,"Exports","France",702,334600,428129,334600
2012,201207,"Exports","France",702,54100,53964,54100
2012,201209,"Exports","France",702,39000,33441,39000
2012,201205,"Exports","France",702,310700,484895,310700
2012,201201,"Exports","France",702,497600,702755,497600
2012,201206,"Exports","France",702,164600,213030,164600
2012,201203,"Exports","France",702,684100,952254,684100
2012,201211,"Exports","France",702,292700,316146,292700
2012,201212,"Exports","France",702,146500,187671,146500
2012,201204,"Exports","Israel",702,NA,780000,1666080
2012,201206,"Exports","Spain",702,543326,590215,543326
2012,201202,"Exports","Italy",702,37400,124068,37400
2012,201209,"Exports","Spain",702,37151,54777,37151
2012,201206,"Exports","Italy",702,600,1578,600
2012,201208,"Exports","Spain",702,70335,110346,70335
2012,201204,"Exports","Italy",702,49400,120880,49400
2012,201212,"Exports","Spain",702,3375165,4954024,3375165
2012,201201,"Exports","Spain",702,1967814,2921248,1967814
2012,201202,"Exports","Israel",702,NA,1309000,1666080
2012,201212,"Exports","Israel",702,NA,1491000,1666080
2012,201211,"Exports","Spain",702,2565252,3663998,2565252
2012,201206,"Exports","Israel",702,NA,97000,1666080
2012,201212,"Exports","Italy",702,900,3958,900
2012,201203,"Exports","Italy",702,70600,201474,70600
2012,201202,"Exports","Spain",702,2231839,3497398,2231839
2012,201207,"Exports","Spain",702,230559,163347,230559
2012,201205,"Exports","Spain",702,2041202,2608812,2041202
2012,201205,"Exports","Israel",702,NA,573000,1666080
2012,201211,"Exports","Israel",702,NA,1544000,1666080
2012,201201,"Exports","Israel",702,NA,1651000,1666080
2012,201211,"Exports","Italy",702,1600,4477,1600
2012,201210,"Exports","Israel",702,NA,557000,1666080
2012,201203,"Exports","Spain",702,2526122,3988216,2526122
2012,201205,"Exports","Italy",702,15900,31627,15900
2012,201204,"Exports","Spain",702,2892616,3953770,2892616
2012,201210,"Exports","Spain",702,817092,1227394,817092
2012,201201,"Exports","Italy",702,2500,10118,2500
2012,201203,"Exports","Israel",702,NA,988000,1666080
2012,201210,"Exports","Netherlands",702,610218,1206129,610218
2012,201210,"Exports","EU-28",702,13451323,22808651,13451323
2012,201201,"Exports","EU-28",702,8256247,16745359,8256247
2012,201204,"Exports","EU-28",702,22263142,40789184,22263142
2012,201203,"Exports","EU-28",702,9816933,23088528,9816933
2012,201207,"Exports","Netherlands",702,987284,921344,987284
2012,201203,"Exports","Netherlands",702,351708,744478,351708
2012,201209,"Exports","Netherlands",702,519402,671261,519402
2012,201204,"Exports","Netherlands",702,2407880,3763703,2407880
2012,201212,"Exports","EU-28",702,11208254,20738760,11208254
2012,201202,"Exports","Netherlands",702,574367,1104603,574367
2012,201211,"Exports","Netherlands",702,853641,1018178,853641
2012,201212,"Exports","Netherlands",702,212717,372475,212717
2012,201206,"Exports","Netherlands",702,1655640,1934675,1655640
2012,201208,"Exports","EU-28",702,7974209,9917584,7974209
2012,201205,"Exports","Netherlands",702,3765610,5240075,3765610
2012,201202,"Exports","EU-28",702,8587718,19347734,8587718
2012,201205,"Exports","EU-28",702,30166737,46013748,30166737
2012,201201,"Exports","Netherlands",702,588914,903325,588914
2012,201206,"Exports","EU-28",702,14682534,18235299,14682534
2012,201209,"Exports","EU-28",702,9042507,12759372,9042507
2012,201208,"Exports","Netherlands",702,685281,744894,685281
2012,201207,"Exports","EU-28",702,14085973,14611157,14085973
2012,201211,"Exports","EU-28",702,13622874,19592810,13622874
2012,201204,"Exports","Rep. of Moldova",702,899735,929021,899735
2012,201206,"Exports","Ukraine",702,2992836,2304318,2992836
2012,201205,"Exports","Rep. of Moldova",702,1260210,1239479,1260210
2012,201210,"Re-exports","Rep. of Moldova",702,80299,61406,80299
2012,201204,"Re-exports","Rep. of Moldova",702,899735,929021,899735
2012,201207,"Exports","China",702,2312815,1275320,2312815
2012,201205,"Re-exports","Rep. of Moldova",702,1260210,1239479,1260210
2012,201206,"Exports","Rep. of Moldova",702,1346465,1267069,1346465
2012,201203,"Exports","Rep. of Moldova",702,1356504,1535844,1356504
2012,201211,"Exports","TFYR of Macedonia",702,18935,15324,18935
2012,201202,"Exports","Ukraine",702,117119,506477,117119
2012,201205,"Exports","China",702,16602055,10557704,16602055
2012,201206,"Re-exports","Rep. of Moldova",702,1259225,1220043,1259225
2012,201205,"Exports","Ukraine",702,1577377,2284074,1577377
2012,201210,"Imports","TFYR of Macedonia",702,57999,66301,57999
2012,201206,"Exports","China",702,10933598,7026970,10933598
2012,201207,"Exports","Rep. of Moldova",702,483035,212848,483035
2012,201201,"Exports","China",702,5417505,3428828,5417505
2012,201201,"Exports","Rep. of Moldova",702,965248,1195961,965248
2012,201204,"Exports","Ukraine",702,1616889,3282096,1616889
2012,201202,"Exports","Czech Rep.",702,30600,55752,30600
2012,201211,"Imports","TFYR of Macedonia",702,19335,10936,19335
2012,201203,"Exports","Ukraine",702,275154,965193,275154
2012,201203,"Exports","China",702,6697829,4189515,6697829
2012,201210,"Exports","Ukraine",702,19699297,5790164,19699297
2012,201203,"Re-exports","Rep. of Moldova",702,1356504,1535844,1356504
2012,201212,"Exports","Rep. of Moldova",702,1054119,1220626,1054119
2012,201209,"Exports","TFYR of Macedonia",702,19300,16537,19300
2012,201201,"Re-exports","Rep. of Moldova",702,965248,1195961,965248
2012,201211,"Exports","Egypt",702,NA,17490,1666080
2012,201212,"Exports","Ukraine",702,933410,511526,933410
2012,201212,"Re-exports","Rep. of Moldova",702,1054119,1220626,1054119
2012,201204,"Exports","Turkey",702,52809232,41916540,52809232
2012,201203,"Exports","Turkey",702,48016480,36248300,48016480
2012,201207,"Exports","Turkey",702,3991906,2860372,3991906
2012,201202,"Exports","Turkey",702,24161284,17849464,24161284
2012,201205,"Exports","Turkey",702,85875080,66983564,85875080
2012,201206,"Imports","Turkey",702,65700,40620,65700
2012,201209,"Exports","Turkey",702,2175447,1467033,2175447
2012,201212,"Imports","Turkey",702,41138,51001,41138
2012,201201,"Exports","Turkey",702,21839228,16489414,21839228
2012,201206,"Exports","Turkey",702,40201036,25580196,40201036
2012,201211,"Exports","Turkey",702,27728596,19688516,27728596
2012,201210,"Exports","Turkey",702,11078631,7220846,11078631
2012,201212,"Exports","Turkey",702,23661244,18976982,23661244
2012,201205,"Exports","Belgium",702,5709452,9103277,5709452
2012,201201,"Exports","Latvia",702,2225,6390,2225
2012,201212,"Exports","Kyrgyzstan",702,342804,248260,342804
2012,201203,"Exports","Lithuania",702,5082341,14822536,5082341
2012,201210,"Exports","Belgium",702,1627113,2837285,1627113
2012,201211,"Exports","Lithuania",702,5995046,9722637,5995046
2012,201209,"Exports","Kyrgyzstan",702,342804,248260,342804
2012,201211,"Exports","Latvia",702,1908,3003,1908
2012,201210,"Exports","Latvia",702,10478,17871,10478
2012,201208,"Exports","Belgium",702,509176,411432,509176
2012,201211,"Exports","Belgium",702,1393291,1720841,1393291
2012,201206,"Exports","Lithuania",702,6978856,9609124,6978856
2012,201201,"Exports","Belgium",702,289665,577421,289665
2012,201208,"Exports","Lithuania",702,3291889,5160213,3291889
2012,201206,"Exports","Kyrgyzstan",702,342804,248260,342804
2012,201210,"Exports","Kyrgyzstan",702,342804,248260,342804
2012,201204,"Exports","Belgium",702,3853286,7381459,3853286
2012,201204,"Exports","Lithuania",702,9194742,19624022,9194742
2012,201207,"Exports","Latvia",702,20100,15695,20100
2012,201203,"Exports","Latvia",702,21788,52211,21788
2012,201202,"Exports","Lithuania",702,4672159,12662404,4672159
2012,201206,"Exports","Belgium",702,1580293,1591399,1580293
2012,201209,"Exports","Latvia",702,17606,25686,17606
2012,201202,"Exports","Belgium",702,355541,862292,355541
2012,201209,"Exports","Lithuania",702,3363181,6675425,3363181
2012,201208,"Exports","Latvia",702,7722,16182,7722
2012,201201,"Exports","Lithuania",702,4454138,10889059,4454138
2012,201207,"Exports","Belgium",702,1405492,1089294,1405492
2012,201206,"Exports","Latvia",702,5740,12836,5740
2012,201203,"Exports","Belgium",702,519137,1407532,519137
2012,201212,"Exports","Belgium",702,402900,821590,402900
2012,201205,"Exports","Latvia",702,42882,61399,42882
2012,201212,"Exports","Lithuania",702,6299925,13189165,6299925
2012,201201,"Imports","Belarus",702,450,700,450
2012,201211,"Exports","Belarus",702,3960689,3665000,3960689
2012,201204,"Exports","Belarus",702,2723448,5506000,2723448
2012,201211,"Imports","Belarus",702,4649,18100,4649
2012,201208,"Exports","Belarus",702,5184762,3246600,5184762
2012,201202,"Imports","Belarus",702,96,200,96
2012,201202,"Exports","Belarus",702,43720,74900,43720
2012,201212,"Exports","Belarus",702,1245758,1047400,1245758
2012,201205,"Exports","Belarus",702,5340262,8774600,5340262
2012,201201,"Exports","Belarus",702,263037,339400,263037
2012,201210,"Exports","Belarus",702,4873866,5080500,4873866
2012,201209,"Exports","Belarus",702,4772495,4150900,4772495
2012,201203,"Exports","Belarus",702,295277,489400,295277
2012,201206,"Exports","Bulgaria",702,125432,154197,125432
2012,201207,"Exports","Belarus",702,5524833,4897800,5524833
2012,201206,"Imports","Belarus",702,35,100,35
2012,201206,"Exports","Belarus",702,4765483,5369800,4765483
2012,201210,"Imports","Belarus",702,9664,22300,9664
2012,201212,"Imports","Belarus",702,91019,122000,91019
2012,201203,"Imports","Belarus",702,510,1000,510
2012,201205,"Exports","Bulgaria",702,194150,372180,194150
2012,201204,"Exports","Latvia",702,30830,55248,30830
2012,201209,"Exports","Belgium",702,669046,813990,669046
2012,201203,"Exports","Kyrgyzstan",702,9528,10751,9528
2012,201205,"Exports","Lithuania",702,9420989,16662820,9420989
2012,201202,"Exports","Latvia",702,908,5056,908
2012,201210,"Exports","Lithuania",702,3702672,9691639,3702672
